Port,Pin,Mode,Pull-Type,Speed
GPIOC,B1_Pin,['IT_FALLING'],['GPIO_NOPULL'],[]
GPIOC,GPIO_PIN_1,['IT_FALLING'],['GPIO_NOPULL'],[]
GPIOC,GPIO_PIN_2,['IT_FALLING'],['GPIO_NOPULL'],[]
GPIOC,GPIO_PIN_3,['IT_FALLING'],['GPIO_NOPULL'],[]
LD2_GPIO_Port,LD2_Pin,['OUTPUT_PP'],['GPIO_NOPULL'],['GPIO_SPEED_FREQ_LOW']
GPIOB,GPIO_PIN_0,['IT_RISING'],['GPIO_NOPULL'],[]
GPIOB,GPIO_PIN_5,['IT_FALLING'],['GPIO_NOPULL'],[]
